Emp ID,First Name,Last Name,Gender,E Mail,Date of Birth,Date of Joining,Age in Company (Years),Salary,Last % Hike,Place Name,County,State,Zip
682475,Julio,Grice,F,julio.grice@aol.com,12/12/1973,1/2/2014,3.57,183223,23%,Santa Monica,Los Angeles,CA,90408
825983,Tristan,Boggs,F,tristan.boggs@hotmail.com,12/7/1988,1/3/2015,2.57,133796,6%,San Diego,San Diego,CA,92145
128477,Jong,Seibert,F,jong.seibert@verizon.net,6/18/1978,7/19/2008,9.03,49020,0%,Adams,Umatilla,OR,97810
744163,Jeane,Deyoung,F,jeane.deyoung@yahoo.co.uk,9/9/1959,5/14/1998,19.22,112515,18%,Sackets Harbor,Jefferson,NY,13685
383161,Lon,Sharkey,M,lon.sharkey@aol.com,11/28/1982,12/4/2013,3.65,124522,11%,Daly City,San Mateo,CA,94015
507995,Domingo,Storm,M,domingo.storm@rediffmail.com,4/6/1992,12/27/2015,1.59,111030,14%,Penn Valley,Nevada,CA,95946
508004,Jae,Shipman,M,jae.shipman@exxonmobil.com,4/10/1975,9/28/2012,4.83,113918,6%,Paeonian Springs,Loudoun,VA,20129
662220,Sherman,Lawton,M,sherman.lawton@aol.com,5/25/1983,2/3/2016,1.48,128019,7%,San Juan Capistrano,Orange,CA,92693
347957,Ivelisse,Nealy,F,ivelisse.nealy@rediffmail.com,5/31/1966,5/21/1990,27.21,127424,4%,Embudo,Rio Arriba,NM,87531
790041,Cynthia,Ponce,F,cynthia.ponce@earthlink.net,9/26/1957,10/23/1984,32.78,154084,11%,Luna Pier,Monroe,MI,48157
243683,Norbert,Byars,M,norbert.byars@gmail.com,3/29/1988,12/15/2013,3.62,189485,29%,Gary,Lake,IN,46406
820854,Jody,Pool,F,jody.pool@aol.com,6/24/1973,5/11/2012,5.22,127140,28%,Chillicothe,Livingston,MO,64601
219494,Elly,Banuelos,F,elly.banuelos@bellsouth.net,9/12/1984,3/28/2015,2.34,132601,18%,Erie,Erie,PA,16532
355333,Anton,Lovett,M,anton.lovett@gmail.com,9/29/1959,1/16/1981,36.55,170934,24%,Burlington,Carroll,IN,46915
674758,Leonor,Croteau,F,leonor.croteau@aol.com,5/3/1985,11/9/2015,1.72,81785,20%,Millbrook,Elmore,AL,36054
591213,Hilton,Hawks,M,hilton.hawks@aol.com,6/16/1992,11/10/2016,0.71,181684,8%,Stafford,Monroe,OH,43786
606551,Jenifer,Mulligan,F,jenifer.mulligan@btinternet.com,10/22/1976,7/20/1998,19.04,174635,13%,Mooresville,Limestone,AL,35649
321983,Elvira,New,F,elvira.new@ibm.com,5/4/1995,6/20/2017,0.1,107841,26%,Sheridan,Chautauqua,NY,14135
280235,Cira,Waters,F,cira.waters@hotmail.com,12/28/1978,10/7/2002,14.82,122040,28%,Chicago,Cook,IL,60675
814062,Leandro,Leal,M,leandro.leal@gmail.com,4/10/1996,7/21/2017,0.02,67987,10%,Saint Francis,Anoka,MN,55070
375719,Clifford,Torrez,M,clifford.torrez@bp.com,12/17/1974,10/3/2013,3.82,54510,2%,Oakland,Warren,KY,42159
812440,Brendan,Bock,M,brendan.bock@gmail.com,9/26/1964,8/6/1987,30,131846,21%,Phoenix,Maricopa,AZ,85085
526095,Shemeka,Chalmers,F,shemeka.chalmers@gmail.com,8/15/1967,2/22/1992,25.45,139127,16%,State Park,Richland,SC,29147
480343,Marta,Dumont,F,marta.dumont@aol.com,9/17/1970,11/8/2009,7.72,109422,11%,Mazon,Grundy,IL,60444
387512,Muoi,Mcdonough,F,muoi.mcdonough@yahoo.com,2/19/1968,7/24/2003,14.02,172122,10%,Lafayette,Tippecanoe,IN,47901
411827,Mario,Novotny,M,mario.novotny@gmail.com,8/25/1963,6/8/2003,14.15,53270,3%,Norwich,Muskingum,OH,43767
379192,Lucius,Martin,M,lucius.martin@bp.com,2/7/1994,6/2/2017,0.15,72079,1%,Wall,Pennington,SD,57790
745056,Bridgette,Sierra,F,bridgette.sierra@shell.com,11/10/1989,12/29/2016,0.58,138887,26%,Negley,Columbiana,OH,44441
343590,Criselda,Dortch,F,criselda.dortch@yahoo.co.uk,7/17/1960,2/16/1991,26.46,158767,10%,Sacramento,Sacramento,CA,94278
292943,Marge,Silverman,F,marge.silverman@yahoo.com,12/14/1990,2/25/2012,5.42,68219,29%,Irene,Hill,TX,76650
821131,Nannie,Champion,F,nannie.champion@yahoo.com,5/20/1970,7/6/2014,3.06,142585,30%,Albany,Albany,NY,12260
274488,Grant,Kiefer,M,grant.kiefer@bp.com,10/7/1962,4/27/1986,31.27,101313,21%,Ithaca,Tompkins,NY,14850
300647,Debbra,Bobo,F,debbra.bobo@microsoft.com,2/5/1991,5/27/2015,2.17,109650,26%,Drift,Floyd,KY,41619
563480,Neil,Bowman,M,neil.bowman@hotmail.com,3/6/1968,3/5/1989,28.42,101076,11%,Hornell,Steuben,NY,14843
695502,Alba,Begay,F,alba.begay@outlook.com,10/14/1969,8/6/2012,4.98,107491,1%,Unionville,Appanoose,IA,52594
593435,Parthenia,Yancey,F,parthenia.yancey@verizon.net,9/27/1964,2/11/2014,3.46,56165,27%,Monroe,Snohomish,WA,98272
628748,Jimmy,Bettis,M,jimmy.bettis@outlook.com,1/15/1958,12/18/2011,5.61,96384,19%,Boulder,Boulder,CO,80301
391027,Clark,Deal,M,clark.deal@sbcglobal.net,11/12/1992,7/12/2015,2.05,147007,15%,Los Angeles,Los Angeles,CA,90056
777314,Carlene,Mallory,F,carlene.mallory@gmail.com,9/6/1973,11/28/2009,7.67,151300,26%,Roseville,Placer,CA,95747
987973,Armand,Beltran,M,armand.beltran@shell.com,12/31/1983,8/22/2014,2.93,59936,3%,Mooreton,Richland,ND,58061
414100,Refugio,Cuellar,M,refugio.cuellar@yahoo.co.in,3/16/1989,3/10/2015,2.39,199486,1%,Palm Coast,Flagler,FL,32137
128069,Norbert,Wilburn,M,norbert.wilburn@gmail.com,4/11/1968,9/17/1998,18.87,174460,8%,Masterson,Moore,TX,79058
953557,Jada,Santos,F,jada.santos@yahoo.com,12/1/1968,2/25/2016,1.42,58668,18%,Cooke City,Park,MT,59020
741578,Rick,Arnold,M,rick.arnold@comcast.net,2/21/1980,4/7/2006,11.32,88651,25%,Rio Grande City,Starr,TX,78582
528503,Arden,Willie,M,arden.willie@gmail.com,10/16/1993,5/5/2016,1.23,100879,7%,Hamlet,Richmond,NC,28345
992542,Zane,Riddell,M,zane.riddell@yahoo.com,9/4/1973,10/17/1995,21.79,67662,22%,Powell,Park,WY,82435
292646,Alexia,Churchill,F,alexia.churchill@gmail.com,4/25/1967,9/27/1995,21.85,186911,10%,Pittsfield,Merrimack,NH,3263
704563,Marcelene,Khan,F,marcelene.khan@microsoft.com,7/30/1981,3/10/2015,2.39,160368,19%,Mc Cool Junction,York,NE,68401
698791,Delma,Cummins,F,delma.cummins@walmart.com,9/2/1993,8/6/2015,1.98,156394,5%,Fort Lauderdale,Broward,FL,33321
526168,Maritza,Osburn,F,maritza.osburn@verizon.net,1/5/1972,5/1/2016,1.24,89125,7%,Washington,District of Columbia,DC,20578
891639,Johanna,Murry,F,johanna.murry@yahoo.co.uk,3/3/1986,12/22/2014,2.6,78499,30%,Truckee,Nevada,CA,96160
641307,Oliver,Troutman,M,oliver.troutman@ntlworld.com,2/6/1988,6/16/2016,1.12,177673,16%,Mohall,Renville,ND,58761
354053,Sima,Pruitt,F,sima.pruitt@microsoft.com,12/15/1986,10/16/2013,3.78,108267,6%,Big Spring,Breckinridge,KY,40106
719451,Deneen,Shultz,F,deneen.shultz@aol.com,4/20/1985,10/5/2015,1.81,102139,6%,Cumming,Cumming,GA,30131
390131,Jina,Grice,F,jina.grice@gmail.com,10/19/1989,6/7/2015,2.14,153560,10%,Cortland,Trumbull,OH,44410
355249,Gricelda,Pritchard,F,gricelda.pritchard@exxonmobil.com,5/14/1990,3/6/2015,2.4,130187,30%,Clemons,Washington,NY,12819
583972,Jaleesa,Jaime,F,jaleesa.jaime@aol.com,7/2/1967,10/15/1999,17.8,77640,18%,Aroma Park,Kankakee,IL,60910
358904,Stewart,Bartholomew,M,stewart.bartholomew@hotmail.com,3/22/1958,7/1/1997,20.09,113276,30%,Albuquerque,Bernalillo,NM,87110
706362,Marion,Lowman,F,marion.lowman@hotmail.com,12/24/1986,6/4/2016,1.15,82376,12%,Oklahoma City,Oklahoma,OK,73102
147225,Benny,Warner,M,benny.warner@aol.com,5/20/1989,12/24/2013,3.59,177059,23%,Marion,Plymouth,MA,2738
986041,Agustina,Vieira,F,agustina.vieira@hotmail.com,5/11/1983,7/11/2010,7.05,157064,19%,Shannon,Lee,MS,38868
929826,Eusebio,Verdin,M,eusebio.verdin@microsoft.com,6/22/1972,3/27/1995,22.35,54889,0%,Los Angeles,Los Angeles,CA,90077
995551,Clinton,Delossantos,M,clinton.delossantos@sbcglobal.net,6/22/1972,4/15/1999,18.3,77887,0%,Isola,Humphreys,MS,38754
607132,Bridget,Redding,F,bridget.redding@yahoo.com,1/9/1977,10/22/2010,6.77,129471,5%,Oak Harbor,Ottawa,OH,43449
290565,Rasheeda,Hulsey,F,rasheeda.hulsey@gmail.com,5/22/1961,8/16/2016,0.95,42991,26%,Okeechobee,Okeechobee,FL,34973
296852,Trevor,Galvan,M,trevor.galvan@gmail.com,6/10/1993,12/4/2016,0.65,87614,4%,Eagle River,Vilas,WI,54521
608230,Elane,Lay,F,elane.lay@gmail.com,7/5/1985,4/1/2009,8.33,148189,18%,Freeport,Armstrong,PA,16229
850042,Sheron,Wooden,F,sheron.wooden@gmail.com,6/30/1994,4/27/2016,1.25,93136,23%,Geneseo,Rice,KS,67444
763441,Zenobia,Tejada,F,zenobia.tejada@gmail.com,8/12/1960,8/27/2012,4.92,148285,10%,Rosedale,Bolivar,MS,38769
828962,Jeanne,Conti,F,jeanne.conti@btinternet.com,8/16/1967,1/16/1996,21.55,142867,10%,Saint Simons Island,Glynn,GA,31522
493020,Ida,Lugo,F,ida.lugo@yahoo.com,5/7/1973,1/14/2005,12.54,189033,9%,New Town,Middlesex,MA,2456
530089,Melvin,Jensen,M,melvin.jensen@aol.com,11/28/1995,6/3/2017,0.15,190799,26%,Mount Juliet,Wilson,TN,37121
386711,Daysi,Baskin,F,daysi.baskin@gmail.com,10/31/1957,3/28/1995,22.35,194712,16%,Doniphan,Ripley,MO,63935
857807,John,Latham,M,john.latham@gmail.com,1/23/1959,3/20/1981,36.38,145344,18%,Litchfield Park,Maricopa,AZ,85340
377190,Charity,Soriano,F,charity.soriano@gmail.com,9/7/1966,2/12/1988,29.48,116328,10%,Elliott,Lee,SC,29046
298803,Renay,Healy,F,renay.healy@bellsouth.net,9/15/1984,10/30/2005,11.75,164733,22%,Crawfordville,Taliaferro,GA,30631
372452,Fernanda,Denning,F,fernanda.denning@gmail.com,1/17/1984,8/30/2014,2.91,85446,5%,Chetek,Barron,WI,54728
580489,Alta,Westfall,F,alta.westfall@yahoo.com,12/11/1973,2/22/1998,19.44,115524,29%,Gaithersburg,Montgomery,MD,20898
613875,Norberto,Esparza,M,norberto.esparza@verizon.net,3/19/1982,1/7/2005,12.56,198639,15%,Jacksonville,Athens,OH,45740
707888,Shad,Pointer,M,shad.pointer@gmail.com,3/7/1994,4/12/2015,2.3,139247,26%,Waverly,Wright,MN,55390
454442,Krista,Cromer,F,krista.cromer@cox.net,1/15/1988,11/30/2011,5.66,177568,16%,Branch,Acadia,LA,70516
184562,Ara,Carrillo,F,ara.carrillo@hotmail.com,2/2/1980,6/1/2010,7.16,152168,1%,Sulphur Springs,Henry,IN,47388
695969,Bennett,Lam,M,bennett.lam@gmail.com,2/26/1964,4/7/2004,13.32,149685,29%,Orlando,Orange,FL,32860
445332,Adaline,Byrnes,F,adaline.byrnes@charter.net,1/5/1990,2/22/2011,6.43,143179,10%,Burton,Genesee,MI,48529
624271,Morgan,Simons,M,morgan.simons@gmail.com,10/20/1972,5/23/2003,14.19,154563,23%,Hartford,Hartford,CT,6126
861922,Wilson,Aaron,M,wilson.aaron@aol.com,5/28/1965,4/10/2009,8.3,134815,21%,Baltimore,Baltimore (city),MD,21260
658898,Natalya,Laporte,F,natalya.laporte@aol.com,8/23/1959,10/17/1990,26.8,180845,14%,Culver City,Los Angeles,CA,90233
127075,Ileen,Settles,F,ileen.settles@gmail.com,9/25/1967,4/19/2011,6.28,152396,23%,Wentworth,Newton,MO,64873
423011,Margherita,Fay,F,margherita.fay@gmail.com,1/14/1976,8/8/2008,8.98,178824,20%,Vichy,Maries,MO,65580
711581,Arron,Guerrero,M,arron.guerrero@msn.com,5/17/1996,5/14/2017,0.21,106289,20%,Rochester,Windsor,VT,5767
927847,Jaquelyn,Culbertson,F,jaquelyn.culbertson@btinternet.com,5/1/1982,5/4/2012,5.24,173650,21%,Tiltonsville,Jefferson,OH,43963
977563,Mario,Allen,M,mario.allen@hotmail.com,3/13/1972,4/30/2002,15.25,172301,4%,Kingsburg,Fresno,CA,93631
232875,Numbers,Brubaker,M,numbers.brubaker@bp.com,9/18/1972,7/7/1999,18.07,164151,22%,Brookline Village,Norfolk,MA,2447
642447,Andrea,Dugas,M,andrea.dugas@yahoo.co.in,9/9/1964,10/18/1994,22.79,55192,29%,Ferndale,Whatcom,WA,98248
609424,Delbert,Boudreau,M,delbert.boudreau@gmail.com,11/15/1992,7/27/2014,3.01,172291,17%,Laconia,Harrison,IN,47135
176971,Lucilla,Healy,F,lucilla.healy@aol.com,3/6/1961,8/20/2001,15.95,40322,9%,Hernando,Citrus,FL,34442
124449,Freeman,Mcmaster,M,freeman.mcmaster@aol.com,7/10/1972,4/11/1998,19.31,48246,4%,Mullinville,Kiowa,KS,67109
720547,Rashad,Schrader,M,rashad.schrader@microsoft.com,7/5/1996,7/8/2017,0.05,58410,7%,Bohannon,Mathews,VA,23021
449995,Laurinda,Dang,F,laurinda.dang@microsoft.com,5/25/1996,5/23/2017,0.18,116113,11%,Whitewright,Grayson,TX,75491
652873,Alejandro,Scribner,M,alejandro.scribner@gmail.com,9/29/1980,11/12/2005,11.72,68426,7%,Middlesex,Johnston,NC,27557
703906,Lisandra,Halsey,F,lisandra.halsey@yahoo.ca,5/26/1961,9/24/1982,34.87,105225,13%,Winston,Broadwater,MT,59647
294025,Hiram,Pickering,M,hiram.pickering@yahoo.com,4/3/1965,9/15/1995,21.88,143610,8%,Oxford,Talbot,MD,21654
682902,Danyelle,Trout,F,danyelle.trout@gmail.com,1/5/1984,2/22/2010,7.43,92118,22%,Birmingham,Jefferson,AL,35293
649679,Herbert,Irby,M,herbert.irby@yahoo.com,11/20/1989,12/24/2011,5.6,125606,0%,Sistersville,Tyler,WV,26175
626899,America,Chang,F,america.chang@yahoo.com,12/29/1959,7/19/2002,15.04,178102,1%,Orange,Orange,CA,92666
118144,Scot,Hoyle,M,scot.hoyle@btinternet.com,10/25/1978,9/2/2008,8.91,191736,1%,Fowler,Adams,IL,62338
875693,Carol,Hardesty,M,carol.hardesty@hotmail.com,4/15/1991,5/9/2012,5.22,147465,26%,New Market,Montgomery,IN,47965
409197,Tera,Aviles,F,tera.aviles@earthlink.net,12/12/1957,8/26/1983,33.95,40385,19%,Wattsburg,Erie,PA,16442
556895,Izola,Lundy,F,izola.lundy@yahoo.com,3/14/1965,5/21/2007,10.19,71302,11%,Lynn,Essex,MA,1902
258062,Erasmo,Almeida,M,erasmo.almeida@gmail.com,4/17/1970,5/20/2005,12.2,199519,22%,Grand Rapids,Kent,MI,49501
888447,Roberto,Deluca,M,roberto.deluca@yahoo.co.uk,10/30/1961,9/5/2007,9.9,141968,7%,Hamilton,Greenwood,KS,66853
184520,Darron,Hammer,M,darron.hammer@sbcglobal.net,1/22/1962,1/14/2007,10.54,43322,15%,Hebron,Oxford,ME,4238
234615,Jann,Tremblay,F,jann.tremblay@shaw.ca,8/27/1969,8/30/1999,17.92,143155,27%,Cumming,Warren,IA,50061
880500,Lahoma,Lachance,F,lahoma.lachance@microsoft.com,5/2/1990,6/2/2011,6.16,101968,3%,Skagway,Skagway-Hoonah-Angoon,AK,99840
276557,Janetta,Bowlin,F,janetta.bowlin@hotmail.com,8/30/1961,12/26/2014,2.59,120597,13%,Sieper,Rapides,LA,71472
253914,Kim,Lorenzo,M,kim.lorenzo@yahoo.com,10/11/1972,3/24/2009,8.35,129505,23%,Blount,Kanawha,WV,25025
214151,Annie,Mccracken,F,annie.mccracken@gmail.com,3/21/1981,4/26/2009,8.26,178397,19%,Longboat Key,Manatee,FL,34228
600965,Man,Leroy,M,man.leroy@shell.com,9/29/1992,7/18/2017,0.03,114874,12%,Minneapolis,Hennepin,MN,55424
582395,Zackary,Register,M,zackary.register@yahoo.com,11/5/1964,5/30/1990,27.18,85980,4%,Dunfermline,Fulton,IL,61524
268040,Malissa,Morey,F,malissa.morey@hotmail.com,7/5/1990,4/6/2014,3.31,101051,5%,Naples,Collier,FL,34101
265738,Kayla,Plunkett,F,kayla.plunkett@shaw.ca,7/6/1964,7/23/1994,23.03,60671,30%,Seymour,Champaign,IL,61875
386523,Kasey,Spruill,M,kasey.spruill@yahoo.ca,12/6/1970,2/10/2004,13.47,157310,26%,San Miguel,San Luis Obispo,CA,93451
738090,Lyman,Cavanaugh,M,lyman.cavanaugh@gmail.com,11/24/1989,11/10/2013,3.72,130900,16%,Kansas City,Jackson,MO,64142
597179,Ethyl,Mcclellan,F,ethyl.mcclellan@gmail.com,1/9/1987,7/7/2015,2.06,129613,2%,Silver Spring,Montgomery,MD,20918
667427,Wilbur,Muncy,M,wilbur.muncy@yahoo.com,5/2/1977,8/3/2014,2.99,165026,15%,Waco,McLennan,TX,76706
569695,Edison,Desjardins,M,edison.desjardins@gmail.com,5/8/1977,2/17/2016,1.44,114128,3%,Frenchboro,Hancock,ME,4635
690528,Kris,Aguiar,M,kris.aguiar@shaw.ca,5/17/1963,12/12/2016,0.62,130795,24%,Inverness,Citrus,FL,34453
345118,Micah,Murdock,M,micah.murdock@verizon.net,12/10/1963,5/7/1985,32.25,78870,19%,Kellogg,Shoshone,ID,83837
163411,Latonia,Lockhart,F,latonia.lockhart@gmail.com,4/8/1995,12/13/2016,0.62,190417,4%,Windsor,Ashtabula,OH,44099
751229,Michael,Cupp,M,michael.cupp@gmail.com,2/19/1987,4/9/2015,2.3,138465,14%,Feura Bush,Albany,NY,12067
804129,Manuel,Grant,M,manuel.grant@charter.net,3/22/1973,7/3/2005,12.08,116263,0%,Columbiana,Columbiana,OH,44408
918594,Neil,Walters,M,neil.walters@gmail.com,3/17/1972,9/20/2010,6.86,147038,12%,Harrisonville,Cass,MO,64701
366810,Jamie,Basham,M,jamie.basham@apple.com,2/21/1970,7/8/2005,12.06,112204,25%,Clarkston,Oakland,MI,48346
813992,Marin,Hale,F,marin.hale@gmail.com,7/5/1995,5/25/2017,0.18,194235,18%,Bloom City,Bloom City,WI,54617
596960,Latrina,Wallin,F,latrina.wallin@msn.com,6/11/1976,10/6/2012,4.81,45554,6%,Longview,Cowlitz,WA,98632
930076,Gus,Sterling,M,gus.sterling@outlook.com,9/8/1975,7/8/2000,17.07,109358,3%,Virginia Beach,Virginia Beach (city),VA,23464
606888,Eugene,Orr,M,eugene.orr@bp.com,6/15/1966,3/20/2000,17.37,54656,0%,Huntington Station,Suffolk,NY,11750
381302,Dorothea,Welsh,F,dorothea.welsh@walmart.com,4/29/1959,2/11/2017,0.46,118636,14%,Ludlow,McKean,PA,16333
365733,Sheree,Diggs,F,sheree.diggs@yahoo.co.in,7/6/1974,12/11/1999,17.64,97078,22%,Burkes Garden,Tazewell,VA,24608
211648,Laquita,Irving,F,laquita.irving@earthlink.net,7/24/1987,8/12/2016,0.96,40607,17%,Orlando,Orange,FL,32856
998499,Will,Nunn,M,will.nunn@apple.com,12/23/1985,8/14/2012,4.96,43447,21%,Norris,Madison,MT,59745
275262,Cristopher,Sands,M,cristopher.sands@yahoo.com,6/18/1972,2/2/2005,12.49,44646,9%,Richmond,Fort Bend,TX,77407
366361,Young,Mann,M,young.mann@gmail.com,11/9/1993,7/31/2015,1.99,41898,23%,Offutt A F B,Sarpy,NE,68113
495571,Omega,Keeney,F,omega.keeney@gmail.com,11/29/1972,9/25/1994,22.85,117593,3%,Far Rockaway,Queens,NY,11693
400422,Michale,Dozier,M,michale.dozier@yahoo.com,3/29/1987,6/28/2013,4.08,118156,19%,Vinton,Calcasieu,LA,70668
641760,Loyd,Loftus,M,loyd.loftus@verizon.net,7/8/1973,2/27/2007,10.42,63526,6%,Damascus,Faulkner,AR,72039
216738,Christoper,Williamson,M,christoper.williamson@gmail.com,6/11/1988,7/3/2009,8.07,96236,4%,Philadelphia,Philadelphia,PA,19185
983720,Jeff,Soliz,M,jeff.soliz@aol.com,2/13/1985,2/9/2006,11.47,141651,27%,Stinnett,Hutchinson,TX,79083
818136,Dagmar,Gerald,F,dagmar.gerald@outlook.com,12/23/1982,6/7/2004,13.15,164771,23%,Hardwick,Baldwin,GA,31034
186578,Randal,Murdock,M,randal.murdock@yahoo.com,2/20/1960,9/7/2012,4.89,87316,20%,Middlesboro,Bell,KY,40965
299513,Rickie,Dale,M,rickie.dale@gmail.com,3/6/1976,3/20/2008,9.36,53967,16%,Saint Louis,St. Louis,MO,63114
361480,Frankie,Dorris,F,frankie.dorris@earthlink.net,6/26/1990,11/9/2016,0.72,61151,25%,South Dayton,Cattaraugus,NY,14138
473266,Tamekia,Noriega,F,tamekia.noriega@yahoo.com,8/26/1981,7/8/2014,3.06,108182,29%,Old Mission,Grand Traverse,MI,49673
967064,Garrett,Corbitt,M,garrett.corbitt@verizon.net,7/29/1969,5/22/1992,25.2,71338,12%,Central City,Linn,IA,52214
720426,Carleen,Tijerina,F,carleen.tijerina@bellsouth.net,6/14/1980,7/31/2010,7,59126,19%,Greenville,Muhlenberg,KY,42345
811632,Meggan,Maxfield,F,meggan.maxfield@gmail.com,8/26/1965,12/20/2016,0.6,53995,16%,Pearland,Brazoria,TX,77584
428584,Teddy,Leblanc,M,teddy.leblanc@bellsouth.net,12/27/1967,11/20/2003,13.7,144691,26%,Bonita,Morehouse,LA,71223
961569,Devin,Garvin,M,devin.garvin@aol.com,3/20/1981,11/25/2005,11.68,116697,22%,Totowa,Passaic,NJ,7512
488863,Jamison,Crockett,M,jamison.crockett@gmail.com,9/3/1971,2/20/2014,3.44,138402,27%,Millville,Worcester,MA,1529
694905,Sarai,Slagle,F,sarai.slagle@hotmail.com,1/23/1995,6/29/2016,1.08,170114,19%,Tripler Army Medical Ctr,Honolulu,HI,96859
768563,Efren,Lehmann,M,efren.lehmann@gmail.com,5/30/1961,1/18/1990,27.54,54500,8%,Mott,Hettinger,ND,58646
194454,Major,Hetrick,M,major.hetrick@btinternet.com,1/21/1975,3/5/2005,12.41,132777,18%,Beallsville,Montgomery,MD,20839
476189,Lavonna,Keys,F,lavonna.keys@outlook.com,9/12/1964,9/8/2010,6.89,93640,5%,Narvon,Lancaster,PA,17555
786096,Caridad,Lam,F,caridad.lam@yahoo.com,8/19/1978,1/26/2000,17.52,173970,6%,Fresno,Fresno,CA,93706
557710,Gigi,Cloud,F,gigi.cloud@hotmail.com,7/31/1996,7/28/2017,0,154222,13%,Cassadaga,Chautauqua,NY,14718
861085,Torie,Cheung,F,torie.cheung@gmail.com,3/4/1990,11/13/2011,5.71,179743,18%,Princeton,Johnston,NC,27569
374081,Elinor,Mccloud,F,elinor.mccloud@gmail.com,5/23/1960,2/13/2009,8.46,74343,30%,Tualatin,Washington,OR,97062
954614,Janeen,Mccallister,F,janeen.mccallister@gmail.com,1/16/1963,10/23/1986,30.78,67056,20%,Milnesand,Roosevelt,NM,88125
687789,Charlsie,Binkley,F,charlsie.binkley@gmail.com,12/17/1986,8/27/2009,7.92,49374,25%,Springfield,Hampden,MA,1139
563948,Sharie,Sandoval,F,sharie.sandoval@gmail.com,4/14/1988,6/21/2015,2.1,51043,18%,Waterman,DeKalb,IL,60556
319531,Antonio,Garcia,F,antonio.garcia@charter.net,1/31/1965,12/15/2011,5.62,70168,21%,Myrtle,Oregon,MO,65778
622824,Christina,Henley,F,christina.henley@earthlink.net,5/11/1966,10/6/2004,12.82,170401,18%,Virginia Beach,Virginia Beach (city),VA,23455
725043,Carmen,Sheets,M,carmen.sheets@shaw.ca,3/4/1978,1/16/2010,7.53,146881,2%,Wilkes Barre,Luzerne,PA,18773
882089,Lyn,Shea,F,lyn.shea@microsoft.com,3/16/1990,8/29/2012,4.92,175907,30%,Ider,DeKalb,AL,35981
964283,Merry,Forte,F,merry.forte@gmail.com,2/11/1971,2/10/1993,24.48,83430,5%,Corpus Christi,Nueces,TX,78415
335484,Siobhan,Barkley,F,siobhan.barkley@gmail.com,7/12/1958,8/16/1991,25.97,127058,5%,Arlington,Arlington,VA,22244
424085,Khadijah,Medlin,F,khadijah.medlin@gmail.com,8/2/1972,2/18/2000,17.45,167572,6%,Baldwin City,Douglas,KS,66006
162785,Siu,Wyatt,F,siu.wyatt@shaw.ca,5/11/1978,11/23/2006,10.68,161842,2%,Aberdeen,Bingham,ID,83210
210955,Salvatore,Shell,M,salvatore.shell@gmail.com,4/14/1976,2/1/1999,18.5,181601,20%,Riverton,Litchfield,CT,6065
884750,Carrie,Canady,F,carrie.canady@yahoo.com,10/30/1958,1/30/1992,25.51,184618,21%,Heyburn,Minidoka,ID,83336
575116,Clyde,Reilly,M,clyde.reilly@btinternet.com,10/25/1987,1/15/2012,5.54,98683,1%,Apache Junction,Pinal,AZ,85119
757652,Aurelio,Hofmann,M,aurelio.hofmann@yahoo.com,4/3/1994,8/24/2016,0.93,97140,21%,New Orleans,Orleans,LA,70190
838027,Danyell,Deyoung,F,danyell.deyoung@aol.com,5/28/1964,6/22/2008,9.1,109806,22%,Pensacola,Escambia,FL,32534
879616,Noelia,Mcneil,F,noelia.mcneil@hotmail.co.uk,5/28/1977,6/10/2004,13.14,117697,5%,Emlyn,Whitley,KY,40730
517817,Hugo,Nickerson,M,hugo.nickerson@yahoo.com,3/30/1959,5/19/1993,24.21,66357,29%,Greenville,Greenville,SC,29609
480982,Meggan,Mount,F,meggan.mount@gmail.com,1/31/1963,12/8/1985,31.66,133375,2%,Alpine,Utah,UT,84004
569298,Rubi,Segura,F,rubi.segura@bellsouth.net,9/26/1963,11/10/1992,24.73,63329,18%,Toledo,Lucas,OH,43614
759808,Teodora,Cortez,F,teodora.cortez@gmail.com,10/11/1995,12/7/2016,0.64,110448,18%,Norwalk,Fairfield,CT,6855
321903,Gary,Stidham,M,gary.stidham@yahoo.co.uk,5/22/1993,1/18/2016,1.53,88144,22%,Kennard,Henry,IN,47351
290293,Jonathan,Boothe,M,jonathan.boothe@gmail.com,1/12/1986,2/13/2012,5.46,107898,2%,Westminster,Windham,VT,5158
143317,Perry,Graf,M,perry.graf@gmail.com,7/13/1988,3/12/2010,7.38,60110,29%,China Spring,McLennan,TX,76633
809667,Velva,Murry,F,velva.murry@gmail.com,5/1/1986,11/22/2013,3.68,79052,27%,Dixie,Walla Walla,WA,99329
523237,Donte,Nix,M,donte.nix@apple.com,8/26/1958,1/21/1999,18.53,185498,27%,Galveston,Galveston,TX,77555
633556,Kelley,Whelan,M,kelley.whelan@yahoo.com,1/8/1970,8/15/2005,11.96,166346,13%,Pounding Mill,Tazewell,VA,24637
938396,Normand,Creighton,M,normand.creighton@gmail.com,7/28/1980,11/13/2004,12.71,153244,15%,Copeland,Copeland,FL,33926
283154,Ulysses,Nagle,M,ulysses.nagle@gmail.com,10/12/1970,11/14/2002,14.71,154221,23%,Gretna,Jefferson,LA,70054
304382,Lenny,Gilmer,M,lenny.gilmer@gmail.com,7/6/1972,3/4/2012,5.4,56279,3%,Pleasant Unity,Westmoreland,PA,15676
